iter	RMSE
203	0.03349064134
204	0.03344480949
205	0.03337545767
206	0.03320753283
207	0.03302065192
208	0.03298695668
209	0.03289924514
210	0.03285615214
211	0.03279833255
212	0.03272774725
213	0.03270113237
214	0.03265263228
215	0.03248473925
216	0.03243756423
217	0.03236799483
218	0.03234015399
219	0.0323070798
220	0.03224281184
221	0.0322087611
222	0.03206177079
223	0.03198743847
224	0.03193210942
225	0.03188605079
226	0.03184075528
227	0.03167159678
228	0.03159444177
229	0.03144784905
230	0.03142641397
231	0.03136979587
232	0.03132243366
233	0.03130491216
234	0.03117018398
235	0.03103501446
236	0.03101612608
237	0.03099217784
238	0.03093299584
239	0.0308725109
240	0.03085803553
241	0.03077244415
242	0.03072503931
243	0.03059801253
244	0.03055617086
245	0.03052617139
246	0.03048191498
247	0.03044541054
248	0.03043367833
249	0.03039299398
250	0.03028602493
251	0.03017030671
252	0.03016046837
253	0.0300342998
254	0.02999587911
255	0.02987483386
256	0.02985522117
257	0.02983029584
258	0.02982060188
259	0.0294622185
260	0.02943068872
261	0.02938930536
262	0.02937395537
263	0.02907636785
264	0.02905154989
265	0.02903440354
266	0.02902544478
267	0.02891190692
268	0.0288850714
269	0.02887336464
270	0.02857953682
271	0.02853750083
272	0.02850014841
273	0.0284810553
274	0.02837501352
275	0.02832544542
276	0.02813332528
277	0.02809178146
278	0.02799625432
279	0.02797566023
280	0.02796762045
281	0.02795208693
282	0.02791327343
283	0.02787642568
284	0.02785390422
285	0.02782389239
286	0.0276642304
287	0.02764570766
288	0.02739860835
289	0.02737017334
290	0.02733542434
291	0.02723153976
292	0.02713209234
293	0.02708250431
294	0.02702747799
295	0.02701942526
296	0.02701094507
297	0.02697614658
298	0.02688236557
299	0.02675020882
300	0.02673763839
301	0.02662819432
302	0.02662103297
303	0.0265387087
304	0.02650986862
305	0.02641831248
306	0.02639602814
307	0.02636764685
308	0.02634188066
309	0.02631887934
310	0.02629905116
311	0.02625009053
312	0.02623119815
313	0.02619970263
314	0.02616864729
315	0.02609256747
316	0.02599883758
317	0.02598103603
318	0.02588637258
319	0.02588170686
320	0.0258525378
321	0.02577136749
322	0.0257471602
323	0.02573183672
324	0.0256590002
325	0.0255769001
326	0.02552706075
327	0.02545969944
328	0.02544001706
329	0.02541570178
330	0.02540801651
331	0.02539291672
332	0.02534408977
333	0.02533605577
334	0.02526384817
335	0.02519277286
336	0.02512939376
337	0.02512581989
338	0.02504835003
339	0.02503886556
340	0.0249827233
341	0.02495353214
342	0.02494285567
343	0.02488065652
344	0.02485671768
345	0.02480944737
346	0.02475885471
347	0.02475000517
348	0.02468096212
349	0.02461069597
350	0.02459500936
351	0.0245767611
352	0.02455659397
353	0.02450412528
354	0.02448224193
355	0.02447757815
356	0.02440528534
357	0.0243846461
358	0.02434426606
359	0.02433945904
360	0.0242998241
361	0.02428625134
362	0.0242688152
363	0.02424707142
364	0.02421135944
365	0.02413698903
366	0.02413400237
367	0.02406548966
368	0.02402370576
369	0.02397305044
370	0.02393770457
371	0.02390684412
372	0.02389049665
373	0.02387890433
374	0.02381735712
375	0.02379335897
376	0.02377938634
377	0.02377667381
378	0.02376503295
379	0.02373501501
380	0.02370207472
381	0.0236444028
382	0.02364151178
383	0.02361659724
384	0.0236002372
385	0.02358624095
386	0.02354794538
387	0.02350512228
388	0.02344302977
389	0.02342167204
390	0.02341573979
391	0.02340949533
392	0.02336213482
393	0.02330733189
394	0.02327384954
395	0.02322128649
396	0.02321877955
397	0.02321229712
398	0.02317475886
399	0.02311463898
400	0.02310733507
401	0.02305463555
402	0.0230362743
403	0.02302668904
404	0.02301164259
405	0.02294374919
406	0.02293984634
407	0.02292776936
408	0.02291463325
409	0.0228970455
410	0.02289490848
411	0.02284945768
412	0.02284113088
413	0.02266461957
414	0.0226585823
415	0.02260765269
416	0.02259712784
417	0.02255380941
418	0.02249904093
419	0.02246492774
420	0.022461705
421	0.02245414415
422	0.02240760507
423	0.02238420328
424	0.02238116356
425	0.02237367537
426	0.02236827483
427	0.02233240794
428	0.02232767719
429	0.02229997412
430	0.02227484458
431	0.02227311472
432	0.02226373788
433	0.02225912472
434	0.02221314899
435	0.02219881299
436	0.02217126298
437	0.02216303929
438	0.02215712372
439	0.02212949334
440	0.02212497336
441	0.02211263319
442	0.02210552957
443	0.02205420226
444	0.02205179248
445	0.02201475626
446	0.02198065005
447	0.02197886315
448	0.02197274331
449	0.02195298807
450	0.02193691682
451	0.02187442155
452	0.02187066832
453	0.02186811277
454	0.02182377546
455	0.02181553567
456	0.02180547735
457	0.0217736054
458	0.02176930605
459	0.02172238203
460	0.02169693774
461	0.02169170673
462	0.02165958762
463	0.02163500908
464	0.0216047282
465	0.02160345191
466	0.02156754741
467	0.02155588145
468	0.02154919481
469	0.02154491006
470	0.02154023553
471	0.02153792104
472	0.02153349383
473	0.02152809405
474	0.02152454582
475	0.02147402073
476	0.02147198678
477	0.02146788765
478	0.02146620367
479	0.02145649727
480	0.02145191148
481	0.02140512048
482	0.02135470792
483	0.02135162272
484	0.02134796143
485	0.02134670006
486	0.02130338065
487	0.0212446733
488	0.02124156731
489	0.0212388922
490	0.02123154056
491	0.02118370193
492	0.0211466746
493	0.02111451959
494	0.02111338787
495	0.02110147442
496	0.02105267699
497	0.02105118765
498	0.02104875314
499	0.02104670393
500	0.02104413406
501	0.02101504766
502	0.02101125124
503	0.02100500656
504	0.02096310861
505	0.0209589365
506	0.0209580739
507	0.02091886511
508	0.02091267288
509	0.02090866476
510	0.02090744246
511	0.02089996428
512	0.02087563814
513	0.02083771496
514	0.0208352516
515	0.0208151986
516	0.02081427227
517	0.02066126555
518	0.02062905891
519	0.02062567856
520	0.02058779308
521	0.02058668889
522	0.02055278435
523	0.0205444833
524	0.02053961325
525	0.02053120726
526	0.0205248596
527	0.02052250183
528	0.02052153132
529	0.0205192626
530	0.0205184723
531	0.02051307273
532	0.02050635762
533	0.02047350971
534	0.02046563717
535	0.02045030318
536	0.020413183
537	0.02038411079
538	0.02037620441
539	0.0203453408
540	0.02031731178
541	0.0202742582
542	0.02027059687
543	0.02023195654
544	0.02023004026
545	0.02022735495
546	0.0202257952
547	0.02016773884
548	0.0201437205
549	0.02013764608
550	0.02013183283
551	0.02012178891
552	0.02011378521
553	0.02010988475
554	0.0201038256
555	0.0201009466
556	0.02009272141
557	0.02005966813
558	0.02004677962
559	0.0200164922
560	0.02001286403
561	0.02000616544
562	0.01997897167
563	0.01997760354
564	0.01997057047
565	0.01992567864
566	0.0199237824
567	0.01990160357
568	0.01989663169
569	0.01988807118
570	0.01986298242
571	0.01983698147
572	0.01983009269
573	0.01980961772
574	0.0197929275
575	0.01966145338
576	0.01963949748
577	0.01963803489
578	0.01960576343
579	0.01960121466
580	0.01959449032
581	0.0195890243
582	0.01956082638
583	0.01955810246
584	0.01955659286
585	0.01953356164
586	0.01950927625
587	0.01950876512
588	0.01948892132
589	0.01938419433
590	0.0193611493
591	0.01935996313
592	0.01932456876
593	0.01932173534
594	0.01931136843
595	0.01929186
596	0.01929067107
597	0.01926572463
598	0.01926472173
599	0.0192267105
600	0.01922399364
601	0.01921993045
602	0.01921564343
603	0.01921332917
604	0.01921230859
605	0.01920965179
606	0.0192066149
607	0.01918294061
608	0.01916307255
609	0.01916272766
610	0.01913955823
611	0.01913871205
612	0.01912065516
613	0.01911918748
614	0.01909869235
615	0.01901933894
616	0.01901837866
617	0.0190179135
618	0.01892163202
619	0.01888191465
620	0.01887890789
621	0.01887684492
622	0.01887571982
623	0.01887207285
624	0.01884215335
625	0.01881968442
626	0.01859506198
627	0.01856473226
628	0.01837922499
629	0.01837844466
630	0.01829432337
631	0.01827472134
632	0.01825426456
633	0.01823309254
634	0.0182322375
635	0.01818628805
636	0.01818591736
637	0.01818403041
638	0.01818107489
639	0.0181781758
640	0.01817504349
641	0.01817462767
642	0.01814339528
643	0.01814083947
644	0.01813836095
645	0.0181087985
646	0.01810662662
647	0.01808564769
648	0.01807238667
649	0.01805204626
650	0.01803807589
651	0.01803520848
652	0.01794715716
653	0.01794153327
654	0.01792179912
655	0.01783970917
656	0.0177860327
657	0.01778535205
658	0.01776296742
659	0.01775954498
660	0.01775643588
661	0.01775460242
662	0.01773805166
663	0.01773574273
664	0.01770463132
665	0.01769896242
666	0.01769795655
667	0.01762634856
668	0.01761419458
669	0.01758628087
670	0.01758459503
671	0.01757480367
672	0.01757173792
673	0.01745845856
674	0.01742254124
675	0.01742109331
676	0.01741688326
677	0.01741601644
678	0.01735084935
679	0.01732137866
680	0.01714915692
681	0.0171480319
682	0.01713255703
683	0.01710405421
684	0.01709082374
685	0.01706513231
686	0.01706446744
687	0.01706411149
688	0.01706127788
689	0.01705542064
690	0.01704144436
691	0.01703660418
692	0.01703631828
693	0.01702230867
694	0.01687569523
695	0.01687395558
696	0.01687330301
697	0.01685759683
698	0.01685671769
699	0.01685342137
700	0.01683812311
701	0.01682939471
702	0.01681893789
703	0.01669468205
704	0.01667945995
705	0.016677951
706	0.01666320048
707	0.0166372413
708	0.01663711556
709	0.0166251545
710	0.01662461471
711	0.0166236947
712	0.01651739853
713	0.01651665478
714	0.01650372957
715	0.01650144393
716	0.01649833028
717	0.01648989035
718	0.01646301475
719	0.01646162794
720	0.01646091257
721	0.01645998497
722	0.01643551081
723	0.016434384
724	0.01643191945
725	0.01643034145
726	0.01642986046
727	0.01639835248
728	0.01639488013
729	0.01637112603
730	0.01632439952
731	0.01631614369
732	0.0163125178
733	0.01627302837
734	0.0162681722
735	0.0162655254
736	0.01625244782
737	0.01617348372
738	0.01616843452
739	0.0161605771
740	0.01615647757
741	0.01615585116
742	0.01614470783
743	0.01614066847
744	0.01605073419
745	0.01604933773
746	0.01604802009
747	0.01604608116
748	0.01604526287
749	0.01604319071
750	0.01603777467
751	0.01603487715
752	0.01602125662
753	0.01591388716
754	0.01590681692
755	0.01587766459
756	0.01587735942
757	0.01587352263
758	0.01586311018
759	0.01582854378
760	0.01582078881
761	0.01581055759
762	0.0158074167
763	0.01577898835
764	0.01571257597
765	0.01568460029
766	0.0156828814
767	0.01567058431
768	0.01564777755
769	0.01564603944
770	0.01559010376
771	0.01558976246
772	0.01550333922
773	0.015491576
774	0.01547982244
775	0.01546451222
776	0.01546386006
777	0.0154631213
778	0.01545738527
779	0.01539114214
780	0.01535224001
781	0.01533959473
782	0.01533926935
783	0.01533880656
784	0.01532897745
785	0.01532670405
786	0.01532466827
787	0.01531657554
788	0.01531578295
789	0.0152867984
790	0.01527369101
791	0.01527338301
792	0.01526538211
793	0.01525998647
794	0.01525986587
795	0.01522745004
796	0.01520687077
797	0.01518105882
798	0.01512237238
799	0.0151179079
800	0.01506990559
801	0.01506985037
802	0.01505818501
803	0.01500795089
804	0.01500747805
805	0.01492600289
806	0.01491815492
807	0.01491762691
808	0.01491673681
809	0.01491478042
810	0.01490007733
811	0.01489787737
812	0.01481393859
813	0.01481006351
814	0.01479766482
815	0.01479579854
816	0.01479472967
817	0.01479313427
818	0.01476108783
819	0.01474266953
820	0.01469294115
821	0.01469272759
822	0.01468615014
823	0.01468360137
824	0.01468314614
825	0.01467843846
826	0.01465451232
827	0.01461542317
828	0.01456959642
829	0.01456431399
830	0.01449784954
831	0.01449379814
832	0.01448992957
833	0.01448778274
834	0.01448156254
835	0.01448103988
836	0.01444102237
837	0.01444075157
838	0.01444042634
839	0.01438581274
840	0.01434111761
841	0.01431622778
842	0.01431554053
843	0.01431491208
844	0.01431019977
845	0.01430914933
846	0.01430786935
847	0.0142927174
848	0.01428672903
849	0.01428627663
850	0.01428145339
851	0.0142725359
852	0.0142552675
853	0.01424375605
854	0.01423913298
855	0.01423296414
856	0.01423182861
857	0.01423120437
858	0.01423085448
859	0.01422125186
860	0.0142182386
861	0.01421425648
862	0.01421313017
863	0.01421292616
864	0.01421272666
865	0.01421043079
866	0.01421020952
867	0.01418236311
868	0.01417817788
869	0.01417718021
870	0.01415122303
871	0.01414674617
872	0.01414589748
873	0.01413583917
874	0.014082329
875	0.0140814537
876	0.01407819845
877	0.0140778451
878	0.0140684387
879	0.01405775883
880	0.01404231086
881	0.01403033374
882	0.01398896463
883	0.01398484912
884	0.01395312655
885	0.01390421366
886	0.01386665378
887	0.01384511232
888	0.01384335481
889	0.01384272263
890	0.01383707509
891	0.0138172181
892	0.01381554567
893	0.01381169769
894	0.01381134555
895	0.01381120688
896	0.01380897261
897	0.01380807012
898	0.01380771641
899	0.013801624
900	0.01380104399
901	0.01379684601
902	0.01379622357
903	0.01379537935
904	0.01379167406
905	0.01377939557
906	0.01373881536
907	0.01372640433
908	0.01371459478
909	0.01363918594
910	0.01362976809
911	0.01362872921
912	0.01362856814
913	0.0135680525
914	0.013557904
915	0.01355343556
916	0.01354992085
917	0.01353856721
918	0.01353367254
919	0.01351548119
920	0.0135120955
921	0.01351107948
922	0.01350980653
923	0.01348101142
924	0.01347820448
925	0.01347805658
926	0.01347773954
927	0.01346534388
928	0.0134578624
929	0.01345700943
930	0.01340767144
931	0.01340694876
932	0.01340660774
933	0.01340435507
934	0.01340420421
935	0.01340058045
936	0.01339463297
937	0.01339212998
938	0.01339068962
939	0.01338512534
940	0.01337777893
941	0.01337722204
942	0.01335438952
943	0.01335420401
944	0.01335246357
945	0.01335149712
946	0.01334996618
947	0.01333367478
948	0.01329395802
949	0.01329336554
950	0.01329288521
951	0.01328882397
952	0.01326699806
953	0.01326040444
954	0.01325964106
955	0.01325914612
956	0.01325787321
957	0.01325775404
958	0.0132561655
959	0.01323068851
960	0.01322528073
961	0.01320764659
962	0.01320665108
963	0.01320233263
964	0.01320223801
965	0.01313780016
966	0.01313763013
967	0.01313527289
968	0.01313503908
969	0.01313397421
970	0.01312693033
971	0.01312091075
972	0.01311846962
973	0.01311822275
974	0.01310819519
975	0.01310422237
976	0.01308852298
977	0.01308546709
978	0.01308024013
979	0.01303358558
980	0.01302454745
981	0.01302428931
982	0.01302363736
983	0.01302313639
984	0.01298641014
985	0.01298616389
986	0.0129760098
987	0.01297132709
988	0.0129679246
989	0.01291426625
990	0.01291413052
991	0.01291258895
992	0.01291225921
993	0.01290472782
994	0.01286169408
995	0.01285944574
996	0.01285672079
997	0.01282183455
998	0.01279966075
999	0.01279865014
